,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
159,Tarik Candar,Turkey,2017-11-21,2,Istanbul Sabiha Gokçen to London supposed to depart at 9.30am. The pilot announced 10 minutes delay due to disembarking of the luggages of no show passengers. However the wait exceeded an hour with no further announcement. They did not offer free water and crew stayed in the crew area. I understand that Pegasus is a low cost carrier and they sell everything in flight. But in this situation the crew did not even offer to sell water let alone offering free drinks. If you have a choice do not fly with this airline to anywhere taking more than an hour. As there is no inflight entertainment except reading the Pegasus magazine.,A320 Neo,Couple Leisure,Economy Class,Istanbul to London,November 2017,2.0,2.0,1.0,,2.0,,1,no,True,Istanbul,London,,Positive,0.6124
160,Sarah Hassan,United Arab Emirates,2017-11-19,1,"Dubai to Istanbul return with Pegasus Airlines Worst flight ever, seats are too small not comfortable. Aircraft are old. No screens. Flight duration is 4 hrs 30 minutes. And they broke my luggage in Istanbul to Dubai flight. I will never fly with them again.",,Business,Economy Class,Istanbul to Dubai,November 2017,1.0,2.0,1.0,,1.0,,1,no,True,Istanbul,Dubai,,Negative,-0.2023
161,E Assaf,Lebanon,2017-11-16,4,"✅ Verified Review   Beirut to Amsterdam via Istambul. I bought a ticket for December 2017 with the option to change the return by paying an extra amount as I was not sure about the return date. I decided to change the date today. I called the office and they told me the extra charge would be 32 dollars whereas it showed a surcharge of 100 dollars on the internet. By the time I reached their office I was told the surcharge would be 149 dollars. I decided to go back to the internet. When I checked the extra charge on the internet it had climbed to 212 dollars. I checked the regular price of the ticket and it was 224 dollars which means that the difference between buying a new ticket and changing the old one was only 12 dollars So I decided to buy a new ticket and get the old one reimbursed. When I did so, I discovered that they would only reimburse me 42 dollars. So what I learned is first they have incompetent staff, second the company is making them pay an extra amount for flexibility when in fact there is nothing flexible in their tickets. All I can say is: avoid this company if you can.",,Solo Leisure,Economy Class,Beirut to Amsterdam via Istambul,September 2017,,,,,,,1,no,False,Beirut,Amsterdam,Istambul,Negative,-0.4526
162,S Haillen,United Arab Emirates,2017-10-05,1,✅ Verified Review   Dubai to Athens via Istanbul. The worst experience of my life. We waited more than 4hrs in the flight and the crew attendant simply told us she does not know what is happening and cannot help us. All passengers were angry and some had to cancel their flights and some put in a hotel saying that the next flight will be tomorrow morning and we will be informed of our new booking but still no answer - just keep waiting. On top of that no one answer your call when you call the agency. Cheap airline and cheap service - never again will travel with Pegasus.,,Couple Leisure,Economy Class,Dubai to Athens via Istanbul,October 2017,1.0,1.0,,,1.0,,1,no,False,Dubai,Athens,Istanbul,Negative,-0.6486
163,A Douas,Greece,2017-08-08,10,"✅ Verified Review   Faultless service by Pegasus across all sectors from Athens to Bodrum via Istanbul. Brand new planes, first time on the A320NEO. An extremely quiet aircraft. No delays. Boarding was done efficiently. Planes very clean. Helpful staff both on board and on the ground. Very good value for money. Will look forward to flying them again!",A320NEO/A320/Boeing 738,Solo Leisure,Economy Class,Athens to Bodrum via Istanbul,August 2017,5.0,5.0,,,5.0,,5,yes,False,Athens,Bodrum,Istanbul,Positive,0.9173
164,David Alexander,United Arab Emirates,2017-08-06,2,"✅ Verified Review   Stansted to Abu Dhabi via Istanbul. If you are looking for a dirt cheap flight without any comfort then this might be the airline for you. That is the plus side. Tried to checkin 72 hours in advance and the site was down. When I eventually tried to check in they told me that check in was prohibited for me. Called their call centre and he told me that online checkin was not available for British citizens. He stated it was a UK government directive. The agent at the airport stated that was not correct.  So no online checkin not available for British citizens apparently. When I said I would like to select an isle seat he said we do not allow passengers to select seats on checkin and you would get a middle seat. So passengers who checkin early get the worst seats. Arrived at the airport 3 hours early and spent 90 minutes in the queue, back staring to hurt. Representative at the airport said she had never heard of such a government directive reading checkin of British passport holders. So their agent was not truthful to cover up a poor service. Check in was fine, delightful lady. Plane late departure due to excessive checkin times/queues, late aircraft arrival, Euro traffic control or congestion in Turkish airspace. All were give. However departure staff at the gate were very pleasant. Boeing 737-800 out of STN. Where did they buy those seats?  Well disguised wooden bench. Very uncomfortable. Pointless paying for extra legroom as I did. Boeing 737-800 out of SAW, no seat recline, no pocket to put things in and no cushion effect. No inflight entertainment either. The in light map was looking out if the window. Finally you pay for everything. Food, tea, coffee, water and seat selection. ",Boeing 737-800,Solo Leisure,Economy Class,Stansted to Abu Dhabi via Istanbul,July 2017,1.0,3.0,,,2.0,,3,no,False,Stansted,Abu Dhabi,Istanbul,Neutral,0.0747
165,M Alhamed,Kuwait,2017-07-22,1,"✅ Verified Review   Antalya to Kuwait via Istanbul. Bad experience with Pegasus. Missed our transfer flight because the airline staff would not assist to let us pass through passport control quickly, and even though I told them that we will miss our plane if we waited in line, they insisted that there is time to catch the transfer plane، Eventually there was no time and we had to wait 9 hours for next flight. No compensation whatsoever was provided like hotel or lounge. Airline insisted that its not their fault.",,Family Leisure,Economy Class,Antalya to Kuwait via Istanbul,July 2017,3.0,3.0,,1.0,1.0,,3,no,False,Antalya,Kuwait,Istanbul,Negative,-0.7096
166,E Raldez,United States,2017-07-19,1,✅ Verified Review   Athens to Ankara via Istanbul. The reason I purchased a ticket this time with them is because it was suppose to be a direct flight. Months later they email me informing me that it would not be a direct flight so I was stuck with this ticket. My flight was suppose to only take 1.5 hours from Athens to Ankara. As of this point I am still waiting and it's already been 10 hours and I'm stuck in Istanbul airport. ,Boeing 737,Business,Economy Class,Athens to Ankara via Istanbul,July 2017,1.0,1.0,1.0,,1.0,,1,no,False,Athens,Ankara,Istanbul,Negative,-0.25
167,S Thompson,Germany,2017-06-17,9,"✅ Verified Review   Contrary to some other postings here, I'm happy with what I got with Pegasus Airlines. Modern airplane (737 Next Gen, TC-AIS) from Baghdad to Berlin via Istanbul, on time departures, friendly cabin staff, clean cabin, decent seats with sufficient legroom (Turkish Airlines are worse in economy) - all at reasonable prices (half of what Turkish has offered). No hassles, smooth alternative getting from A to B. Bring your own device, as they don't have entertainment onboard. Will for sure fly again, great value for money.
",Boeing 737-800,Solo Leisure,Economy Class,Baghdad to Berlin via Istanbul,June 2017,4.0,5.0,4.0,,3.0,,5,yes,False,Baghdad,Berlin,Istanbul,Positive,0.9493
168,P Duerr,Germany,2017-04-30,1,"✅ Verified Review   Flew Pegasus from Düsseldorf to Istanbul. The flight was just a nightmare! The cabin crew were unfriendly, not smiling at all. They are very inattentive, started the service in our row and while we were still ordering they talked with colleagues or served beverages to other passengers and were not paying attention, forgetting to give out our snacks although we paid for it. The flight started in Germany and there was not even one flight attendant speaking German. The cabin was very old, dirty and small, even in the emergency exit row the space was smaller than in other A320 I travelled before. I cannot recommend this airline at all.",A320,Couple Leisure,Economy Class,Düsseldorf to Istanbul,April 2017,1.0,1.0,1.0,,3.0,,1,no,False,Düsseldorf,Istanbul,,Negative,-0.6908
169,L Miles,South Korea,2017-04-11,1,"✅ Verified Review   This will be the first and last time I fly Pegasus. Flew from Barcelona to Dubai via Istanbul. After my carry-ons were approved in Barcelona, Pegasus staff in Istanbul were carrying mobile weighing devices during boarding to confirms carry-ons were a total of 8kgs. My carry on was 8kgs and my laptop bag was 6kgs without my laptop, they told me I had to pay 16 euros for each 1kg over 8kgs. I ended up having to pay 130 something euros on the spot with the staff being incredibly impatient with me, telling me multiple times I had to throw away my luggage if I didn't want to pay and that they could not wait for me to make a decision as it was the final call. Her tone and manner were appalling. On the flight, everything including the water has to be paid for. Definitely not a budget airline as they try to squeeze every penny out of you for basic amenities that any other airlines allows.",,Solo Leisure,Economy Class,Barcelona to Dubai via Istanbul,April 2017,1.0,1.0,,,1.0,,1,no,False,Barcelona,Dubai,Istanbul,Negative,-0.102
170,G Pardoux,Belgium,2017-03-30,2,"✅ Verified Review   Brussels Charleroi to Istanbul. I have travelled up to 10 times with this airline in the last two years and this lastest experience has pushed me more to take the time to write this negative review. Cabin crew are unwelcoming individuals. The majority of employees don't seem to enjoy what they do or the way they are being treated by the management. The amount of rude employees is appaling. I don't believe I have ever written such a negative comment about a service and frankly I regret having to do so.

",,Solo Leisure,Economy Class,Brussels Charleroi to Istanbul,March 2017,2.0,1.0,2.0,,2.0,,2,no,False,Brussels Charleroi,Istanbul,,Negative,-0.8074
171,E Datir,Lebanon,2017-02-23,1,"✅ Verified Review   Beirut to Paris via Istanbul. My first and last time with Pegasus Airlines. Let me begin with their helpful office in Beirut. I asked if the ticket is refundable if the visa was rejected. She said no and if I want later on to use the ticket for another flight it will cost me double the price. My friend asked how much we pay if we wanted to get another bag, the lady said around 40usd for an additional 20kgs bag. I don't know what got into me but we booked. On the airplane it was not comfortable, thank God the flight was not too long. we could track the flight on one screen out of 4 flights - in the other airplanes the screen were not working. The flight attendants don't speak English -  we don't ask you to be fluent but a basic English is required.  And the head crew who knows English was talking too fast we couldn't understand a thing! Of course they don't offer anything not even water. They don't turn off the light during the flight. They did only for few minutes. On the way back they made my friend pay 155 euros for an additional 11kgs carry on when in Beirut in their office they told us that an extra 20kgs costs 40usd! And for those of you who think it is a cheap flight, it is not that cheap for the services they offer. Meanwhile a direct flight from Beirut in a respectful airline was only 80USD more expensive but we had already booked with Pegasus and the ticket is not refundable. And the flight back to Beirut was delayed for one hour. They didn't even bother mentioning that before and we were gonna miss our flight from Istanbul to Beirut. Bad airline, bad crew, bad service. Not recommended.",,Solo Leisure,Economy Class,Beirut to Paris via Istanbul,February 2017,1.0,1.0,1.0,1.0,1.0,,1,no,False,Beirut,Paris,Istanbul,Neutral,0.4404
172,S Tauffik,Qatar,2016-12-05,4,"Istanbul to Doha with Pegasus Airlines. The price was really good and purchasing the ticket online was a breeze. I could hardly understand the announcements made in English as the crew was speaking too fast. This was a 4-hour flight (scheduled to depart at 2240 hrs and arrive at 0230 hrs) however, the cabin lights were only slightly dimmed throughout the flight and it was difficult to get some sleep. Air conditioning was very weak for most of the flight and seats are not comfortable.",,Solo Leisure,Economy Class,SAW to DOH,December 2016,1.0,2.0,,,3.0,,5,no,False,SAW,DOH,,Neutral,0.3306
173,Hatice Cox,United Kingdom,2016-12-04,10,"✅ Verified Review   Istanbul Sabiha Gokcen to London Gatwick. I was very reluctant to buy a return ticket to Istanbul from Pegasus Airlines, after reading some of the previous reviews. But as it most suited the day and times I wanted to travel, I decided to try them. I have been flying for over 40 years and could not find any fault with Pegasus Airlines. The communication, easy booking, timekeeping and the staff were all excellent on my both journeys. For an economy Airline, I can only say well done.",,Solo Leisure,Economy Class,SAW to LGW,December 2016,4.0,5.0,,,5.0,,5,yes,False,SAW,LGW,,Positive,0.6486
174,A Laniyca,Ukraine,2016-12-01,4,"✅ Verified Review   I had a connected flight ticket from Amsterdam to Zaporizhya via Istanbul SAW. The flight from Amsterdam to Istanbul was fine, but then my flight to Zaporizhya was cancelled. Airline representative in Istanbul SAW airport was not so friendly and didn't want to speak English, when only few of passengers could understand Turkish and helped to understand to others what's going on. Representatives said the reason why flight is cancelled was the weather issue in Zaporizhya, however contacting my relatives in Zaporizhya I've heard that the weather was fine. The procedure of taking all of us out to the hotel from the airport took more then 4 hours, with lots off stress. For the main question ""When will we have the flight to Zaporizhya?"" no one of representatives did not give a clean answer. Someone said - ""you can change your ticket and fly to Kharkov and then go back to Zaporizhya by yourself, without any provided transport from the airlines"", someone said - ""don't worry your flight will be arranged next day at 13:00"". Also many passengers received the text message with apologies from Pegasus Airlines about cancelled flight due weather issues and that there will be a flight next day at 13:00. The next day when all passengers checked out of the HolidayInn hotel the receptionist gave the information that there won't be a flight to Zaporizhya and we have to check in again and stay in the hotel another night. So far the passengers and me included still in Istanbul waiting for another changes. I'm very disappointed with Pegasus Airlines service and would not recommend it, unless you don't mind to waste couple of your days for your trip.",,Business,Economy Class,AMS to OZH via SAW,November 2016,3.0,4.0,,1.0,2.0,1.0,3,no,False,AMS,OZH,SAW,Negative,-0.25
175,C Nuffield,Australia,2016-11-26,9,"✅ Verified Review  This is a budget airline, but with that in mind, I didn't have any problems with Pegasus Airlines. I paid USD $65 from London Gatwick to Istanbul-S.Gokcen direct flight. Flight left and arrived on time, the crew were lovely and accommodating to my needs and they spoke English. Refreshments were available on the flight for purchase but I always plan ahead and had my own food on me. There was no in flight entertainment available but then again it's not that long of a flight and to be honest it is a budget airline and as such what was available was what I expected. I would fly with them again.",,Solo Leisure,Economy Class,L;GW to SAW,December 2015,4.0,5.0,,,5.0,,5,yes,False,L;GW,SAW,,Positive,0.765
176,K Turim,Turkey,2016-11-06,8,"✅ Verified Review   Antalya to Frankfurt via Istanbul SAW with Pegasus Airlines. The seat was quite annoying but it can be accepted because of the cheap flight ticket price. The food, which was a sandwich, was a bit bad. But we arrieved early.",Boeing 737-800,Business,Economy Class,AYT to FRA via SAW,February 2016,4.0,3.0,3.0,,4.0,,5,yes,False,AYT,FRA,SAW,Negative,-0.5879
177,Valerie Atkinson,United Kingdom,2016-10-17,1,Stansted to Ercan via Istanbul with Pegasus Airlines. First crew not very helpful and hardly spoke English at all. The Pegasus Cafe booklet shows if you buy 2 bottles of JP Chenet it will cost you 10 euros for the 2. We wanetd 2 bottles of white. There was no white wine left by the time the crew got to us and we were only in row 7. So we asked for 1 rose and 1 red but according to the very arrogant young man we could not have them both at the cheaper price. He said you can have 2 white and he could not understand that he had no white left that's why we asked for the other 2. I know it should not bother me but it is a matter of principle as on the way back we asked if we had 2 different ones would we get the cheaper price and was told yes of course. The rudeness of the crew did not help the situation. In fact the flight left Stansted 1.5 hours late. Somebody stayed on the plane at Istanbul instead of getting off which caused another further delay as the headcount had to be done 4 times and by then the pilot had missed his take-off time and we eventually arrived at our hotel at 12.30 in the morning from a 1.30pm take off flight. Never again would we go with Pegasus.,,Couple Leisure,Economy Class,STN to ECN via SAW,October 2016,1.0,1.0,1.0,,1.0,,1,no,False,STN,ECN,SAW,Negative,-0.3612
178,Lynn Hunt,United Kingdom,2016-10-14,1,"✅ Verified Review  London Stansted to Gazipasa via Istanbul with Pegasus Airlines. Appalled by the lack of updates and poor customer service. Flight was supposed to be at 1.20pm, having checked in at 11am left plenty of time. Finally told at 1.30pm we were delayed until 1.45pm, however we didn't board until 2.10pm making us over an hour late taking off with a flight connection in Istanbul a worry. When we we finally arrived at Istanbul late, there was no information as to exactly where to go and passport control was backed up. Despite asking various airport officials for help as we were late, no one wanted to know or could offer help. We were still queues in in passport control at 8.15pm. We finally got through and asked where to get our next boarding pass and to say Pegasus were unhelpful is an understatement. We were told basically tough we had missed the flight and sent round and round in circles. My husband eventually managed to find a helpful supervisor at the Pegasus desk, around 11.00pm who initially told us our luggage was in Gazipasa and that they may be able to get us on flight to Antalya but getting our luggage was down to us. Something we explained wasn't as this whole nightmare scenario was down to Pegasus. We had lost money paying for a transfer on the night from Gazipasa and would have to pay again after the next flight too. Anyway we were then told that we could be put on next morning flight to Gazipasa. Finally we were transferred to a little hotel and got there for about 2 hours sleep, finally reaching our destination Sunday morning. This has caused so much distress and ruined our experience of Pegasus travel, as they have no back up service and don't care. We also weren't the only ones put in this situation by Pegasus. Avoid them at all costs.",,Couple Leisure,Economy Class,STN to GZP via SAW,October 2016,2.0,2.0,,,1.0,,1,no,False,STN,GZP,SAW,Negative,-0.9186
179,Bülent Alataş,Turkey,2016-10-07,10,"✅ Verified Review  I fly between Ankara and Istanbul regularly every week due to my job. I fly with Pegasus Airlines 80% of the time due to their low fares. I am usually satisfied with their service, since I do not have high expectations, because I pay next to nothing to fly on their planes. My fight tonight from Istanbul to Ankara was an exception though, in the sense that I was overwhelmed with the quality of the service I received. The plane itself was a new A320Neo (you could literally smell the new car smell); and on top of that the cabin crew were the best that I have experience. They were all smiles at all times, but professional when it came to enforcing flight rules. I cannot conceive better travel conditions at these rock-bottom rates",A320,Business,Economy Class,IST to ESB,October 2016,5.0,5.0,5.0,,5.0,,5,yes,False,IST,ESB,,Positive,0.9229
180,Marijn van der Wal,Netherlands,2016-10-06,1,"✅ Verified Review   Dubai to Dusseldorf via Istanbul Sabiha. I have never been so disappointed with any company.  The flight was supposed to leave at 04:20 but was being delayed several times. Every time the provision of information was below par, one employee of the airport/Pegasus came to explain what was going on to a couple of passengers who would then (or not) spread the information to the other passengers. This went on until about 9 in the morning when the news spread that the flight had been cancelled and that our luggage would be returned to us. Again, we only heard this information from other passengers. All we were left with was a phone number which was of course not available. As we had to go back home on that date we saw no other way than to book an expensive replacement flight. As the service number did not work we sent an email to Pegasus customer service to which we never had a reply. The next day, when we were already back home, I received an email wishing us a good flight on the 5th August from Dubai to Dusseldorf. No-one had ever communicated with us that we were booked on a flight from Dubai to Dusseldorf, this was the first time we found out. This is exemplary for how Pegasus communicates with its customers, or how it fails to communicate. The next step was to get back the ticket prices we paid, we were entitled to a compensation and on the phone Pegasus agreed to transfer this money back to us within a week. After two weeks, no money had been transferred, I contacted the customer service by mail asking for the money. First they said that I agreed not to ask for any compensation (why would I do that?), after a couple of mails back and forth they finally agreed to transfer the money and asked for my bank details. This has now been over a month and despite several calls and emails no-one has ever properly replied to me.",,Solo Leisure,Economy Class,DXB to DUS via SAW,August 2016,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,DXB,DUS,SAW,Positive,0.7475
181,Claire Maran,United Kingdom,2016-09-27,1,London Gatwick to Dalaman with Pegasus Airlines. Awful service received onboard - staff are so rude and unhelpful and walk away or point blank ignore you when you ask. There is more room on a washing line peg than there is on this airline - they clearly pack as many people as possible. No inflight entertainment on a 4.5 hour flight. I will never use this airline again.,,Couple Leisure,Economy Class,LGW to DLM,September 2016,1.0,1.0,1.0,,1.0,,1,no,False,LGW,DLM,,Negative,-0.4588
182,Andrea Meehan,United Kingdom,2016-09-14,9,"Manchester to Dalaman and we had no problems. They didn't even weigh our hand luggage. Only had delay of 40 mins as they missed the slot. Cabin crew ok but limited English which didn't bother us. Flight back was also good left on time back to Manchester but had to wait 20 mins to get of flight - not Pegasus fault, but the airport and the captain was very humorous about the wait which made it better. I would fly with them again.",,Family Leisure,Economy Class,MAN to DLM,August 2016,4.0,4.0,4.0,1.0,5.0,1.0,5,yes,False,MAN,DLM,,Neutral,0.1027
183,Ieva Vezbergaite,Turkey,2016-08-29,5,"✅ Verified Review   
Do not order any online extras next to your ticket, or if you do – make printscreens of your online orders and print your ticket details/receipt. Although I saw in Skytrax reviews that this airline has serious issues with keeping up with extra services that people paid for, I decided to give them a try. I booked the tickets online from the Pegasus website and chose the most expensive package available called “Ekstra” with flexible change/cancellation rules, seat selection, 25kg baggage, and hot meal with drink. I made online check-in and dropped the baggage, and everything was smooth in the airport, except that the flight was delayed and took off 00.15 (instead of scheduled 23.15), which was the case with most of the flights in SAW airport that night. I had no issues with my pre-selected seat 2F, however when purchasing online it was advertised as wider seat with more leg space, while in fact the seat was of the same width like all other seats and the legroom was nothing extra – it is simply the first row on right-hand of the plane so no seats in front of you. I would not recommend paying extra for the seat. As soon as plane took off, I was served the pre-ordered hot meal (schnitzel). The cabin crew refused to serve me the free drink, although I had paid for it online. They claimed that drinks were not included in the package “Ekstra”, although when I bought the package online, a drink was listed as free and I even made a printscreen of package details and showed it to the attendant. We argued for at least 5 minutes about the drink (while my hot meal was getting cold). I provided them with my ticket details (sent by Pegasus to my email), but apparently that .pdf file only mentions that a hot meal is included (no explicit mention of a drink). When I claimed that “Ekstra” package includes drink and showed the printscreen, the attendant started arguing that since August 15 the Pegasus policy has changed and no free drinks are issued next to food anymore. Only when I insisted and after I had provided my ticket receipt (with purchase date on August 8), did the attendant conceded and give me a free drink. By the way, both Pegasus journal and inflight menu advertise that if I purchase schnitzel menu and a drink (which I did online), I should get free coffee/tea or water. Of course, that did not happen, and I did not want to fight again over coffee as I just did over cola. I have return flight waiting, and I guess I should be ready for a meal fight again.",Boeing 737-800,Business,Economy Class,SAW to LWO,August 2016,2.0,1.0,1.0,1.0,4.0,,1,no,False,SAW,LWO,,Positive,0.8442
184,K Razek,United Kingdom,2016-08-28,1,"✅ Verified Review   London Gatwick to Istanbul. Appalling service, no regard for customer service. Original flight was delayed taking off by 85 minutes due to delays in loading baggage, as a result missed take off slot. Given a cup of water. Had three children plus two adults. Information being given by pilot and flight crew was virtually non existent and despite flying out of London, with majority english speakers, was mainly in Turkish.  I know this is Turkeys equivalent of a budget airline, but Ryanair or Easyjet are a million times better.  As a result of the delay, missed my connection, then the alternative flight was also delayed by almost 2hours. No free food, meals, drinks etc. But when a fellow passenger wanted to purchase a drink it took over an hour! They forgot about the meals and drinks I purchased. There must be some repercussions for this level of incompetency and unprofessionalism.",,Family Leisure,Economy Class,LGW to SAW,August 2016,1.0,1.0,1.0,,1.0,,1,no,False,LGW,SAW,,Negative,-0.3976
185,D Madaza,Norway,2016-07-31,1,"✅ Verified Review   Istanbul to Amman via Ankara. They had no interest in helping the customer as in my case. I did a purchase for the same ticket two times by mistake, the reason is an email I got after purchasing the first ticket says the payment did not succeed wich I understood as an unsuccessfull purchase. So I did a mistake and purchased again but I found that the email is a routine reply they send after each purchase and I do not understand why. So I ended up with two tickets. I cancelled the first one and lost 80% of what I paid (850 Euros). A terrible experience, and I promise not to travel with this Company again.",,Family Leisure,Economy Class,SAW to AMM via ESB,July 2016,1.0,1.0,1.0,,1.0,,1,no,False,SAW,AMM,ESB,Negative,-0.2023
186,R Teigen,Canada,2016-07-31,2,"Erbil to Ankara. I have heard good things about Pegasus Airlines which is why I chose to go with them. One of the best things was that I could purchase additional luggage online. However, their website is absolutely terrible. I could not purchase anything ahead of time, despite the many many links listed to do so. I could not purchase my ticket through their website, but had to do via kayak.com. I may have heard good things, but the website alone is enough to make me never want to fly with them again.",,Solo Leisure,Economy Class,EBL to ESB,July 2016,,,,,1.0,,1,no,False,EBL,ESB,,Positive,0.6581
187,K Lee,Germany,2016-07-29,2,"✅ Verified Review   Cologne to Tehran via Istanbul. This is the first time my husband and I flew Pegasus Airlines and we think we will not fly them anymore ever again. The customer service was below average, the seats are tight and we are having problem with our inclusive meal in every sector of our flight. We have bought the Advantage package, which includes 30 kg luggage, seat selection and Sandwich + Beverage. None of the flight sector accepted our claiming of food because they said it was not shown in their list and we should have book it in advance online. But there was no function or page online that allows us to choose our sandwich. The crew does not even know what is included in the Package, seems like their knowledge our company's products is limited. I wrote an email to the customer service to solve this issue one week before our flight back to Cologne as there is no Pegasus office in Tehran. Unfortunately, they only reply my email today, which is 2 days after my return flight! The customer service just wrote a short 2 sentences email and told me that no food to be served on Tehran flight. But the whole case was not just Tehran, it was all the sectors! I have attached the booking page screen shot here, there was no where mentioning that we food was not included in Tehran flight which is what they are claiming, not even in our printed itinerary! The sandwich does not cost much of money and we are not petty about a sandwich, but the fact is we have paid for it and they should offer us the service that we have paid for! Below are the summaries of our flight experience with Pegasus: Cologne to Istanbul: Flight delayed due to the coup crisis in Istanbul (our bad luck!) but the ground staff handled the situation well. The crew on board were OK, the legroom is acceptable at this point. No food can be claimed according to crew as they don't have us in their list. Istanbul to Tehran: Crews were rude and unfriendly. Narrow legroom and seats are tight. No food can be claimed again. Tehran to Istanbul: Crews were OK. Narrow legroom and seats are tight. The representative from Tehran took our name and said she will settle the food problem for us, but when we were on board, no food can be claimed again. Istanbul to Cologne: Crews were OK. Narrow legroom and seats are tight. No food can be claimed again. There was a little girl sitting behind us and has been kicking our seat from the back for like 4 hours and she wouldn't stop even we complained to the mother and the stewardess even talked to the mother. The mother didn't care at all! This is the worst flight sector ever. We had the same problem with little kids behind us when we flew Turkish Airlines from Istanbul back to Frankfurt last year. I don't think this is the right was of operating an airline. Pegasus should consider changing their online system to be more user friendly and retrain their staff and crews about the products of the company.",,Couple Leisure,Economy Class,CGN to IKA via SAW,July 2016,1.0,2.0,1.0,,3.0,,1,no,False,CGN,IKA,SAW,Negative,-0.8856
188,Chris Watts,United Kingdom,2016-07-07,1,"✅ Verified Review   My flight from Bodrum to Manchester on 06/06/2016 was cancelled by Pegasus. I found out about this cancellation via my transfer company on 05/06/2016. Contacting the Airline I was told I could only fly back to the UK by using either Stansted or Gatwick. I was told by the call center staff that I would be compensated for my onward travel from Gatwick. On arrival at Bodrum airport for the 11am Gatwick flight it was a shambles, the 7am Gatwick flight had been cancelled and everyone was using the 11am flight. People had arrived at the Airport from around 3am in the morning to get the 7am flight. Several passengers were told there was no room on the plane and they would have to fly to Istanbul and make their own arrangements to get back to the UK. My only option on arrival at Gatwick was to get a train home costing me £108. I have tried contacting them via their website, no joy there. The UK helpline is a waste of time. Managed to get help from their PR company in the UK who did their best. At no stage has anyone said the word sorry.",,Solo Leisure,Economy Class,BJV to MAN,June 2016,3.0,2.0,1.0,1.0,1.0,,1,no,False,BJV,MAN,,Positive,0.6808
189,P Gordon,Kyrgyzstan,2016-06-28,8,"✅ Verified Review   Check-in - there were lines but it went smoothly, woman at counter seemed newer but was helpful and got everything in order for us through to Zurich. Strict on 8kg for cabin baggage. Flight on-schedule from Bishkek to Istanbul and from Istanbul to Zurich, airplanes clean, service good, though minimal. Seats a bit small, ordered food served promptly - good portions, tasty and filling. All luggage made it in very good condition. Definitely 4-star out of 5.",,Family Leisure,Economy Class,FRU to ZRH via IST,June 2016,2.0,4.0,5.0,,4.0,,5,yes,False,FRU,ZRH,IST,Positive,0.9423
190,L Stevenson,Malaysia,2016-06-24,2,✅ Verified Review  Istanbul to Prague with Pegasus Airlines. Checked in online but it doesn't matter as there are no special lines for bag drop. The check-in lines were long. The boarding process is chaotic. There was no organization at all. The cabin crew was adequate. The plane was clean. The flight was punctual.,Boeing 737-800,Couple Leisure,Economy Class,IST to PRG,June 2016,4.0,3.0,,,1.0,,3,no,False,IST,PRG,,Neutral,0.2732
191,David Butler,United Arab Emirates,2016-06-14,1,London Gatwick to Istanbul. I arrived at Gatwick for my Pegasus Airlines Istanbul flight. I had flown in from Istanbul 10 days earlier with no problem. At Gatwick the flight did not show on the departure board and there was no Pegasus rep there either. I contacted them by telephone and was told that the flight was cancelled. They also said that they had told me (which they hadn't or I would not have been there). The only option they could suggest was that I get to Stansted for their flight from there later that day. I spent three hours on the bus in horrendous weather and eventually boarded their flight from there. We landed in Istanbul just as my connecting flight to Dubai (on another airline) was taking off. With my original plan I had five hours between flights. The main airport hotel was full (this was 2200hrs). I had to buy a new ticket with my onward airline for their next flight which was 30 hours later. What an utter shambles with no apologies at all from Pegasus. They also told me that my return flight had been cancelled before my original departure from Dubai so I fail to understand why I was not told when I checked in for the Istanbul-London flight. Definitely not recommended.,,Solo Leisure,Economy Class,LGW to SAW,April 2016,3.0,1.0,1.0,1.0,1.0,1.0,1,no,False,LGW,SAW,,Negative,-0.6621
192,S Bavett,United Kingdom,2016-06-09,1,"✅ Verified Review   London to Bodrum via Istanbul with Pegasus Airlines. There were 4 passengers on our booking plus we were travelling with friends making a total of 7 of us, 4 adults and 3 children. Due to the delay with the first leg, we missed our connection onto Bodrum and although this was an annoyance, it does happen but we do feel that the way in which the whole situation was handled was appalling. The communication between Pegasus and stranded passengers was terrible and left a lot to be desired. When we were delayed in Gatwick, 2 of us enquired separately about the transferring flight in Istanbul and both of us were told by the gate staff that the transferring flight would wait for us. This was obviously a lie. Also, as we thought we’d be arriving in Bodrum but delayed, I didn’t have time to cancel the private transfer we had booked from Bodrum and had to pay for this twice so 100 GBP total. On arrival at Istanbul, the chaotic scenes and confusion was very stressful for us especially as we were travelling with children who were tired, upset and hungry. The waiting around was unacceptable and the organisation of the situation by Pegasus was awful. On top of all this, on the flight to Bodrum the next day, our daughter was separated from us some 10 rows ahead even though we had paid for the privilege of choosing our own seats on the original booking. Then, the flight attendant wanted to charge us for the food that again we had already paid for in our bundle even after explaining to her the situation and showing her the booking confirmation. There were extra cost incurred due to the airlines fault and they refuse to compensate us. ",,Family Leisure,Economy Class,LGW to BJV via SAW,May 2016,1.0,1.0,1.0,,1.0,,1,no,False,LGW,BJV,SAW,Negative,-0.98
