,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
978,L Roberts,United Arab Emirates,2017-03-10,1,"✅ Verified Review   Flew from Dubai to Bucharest. I had to book with Wizz Air as it was an emergency and we had to book with 2 days prior departure. I fail to understand why would anyone plan ahead and book with this airline on a route that is 5h+. No legroom, no recline, price it's extremly high, bad customer service (for some unknown reason all the flight attendants thought that everyone speaks Romanian, comes from vacation and will pay with EUR or RON, when the foreign currency used in UAE is USD). I had made a purchase of 12EUR and my card was declined for an unknown reason, being of course asked by the crew if I have a Romanian card. The flight takes off in the evening and even though is a night flight the lights were on through out the flight (imagine putting a 2yr old to sleep). It was the first time when I booked a ticket with this airline, maybe it is OK to fly in such conditions on short flights, but for a 5h flight, recommend to avoid it. Better off on this route with FlyDubai (better rates, better service, and closer to the city)",,Family Leisure,Economy Class,Dubai to Bucharest,March 2017,1.0,1.0,1.0,,2.0,,1,no,False,Dubai,Bucharest,,Negative,-0.4939
979,Tom Overs,United Kingdom,2017-03-07,8,"✅ Verified Review   A good experience flying with Wizz Air from Timisoara to Luton. I had paid the few pounds extra for priority boarding, as this permitted a larger carry on bag (as I was travelling hand luggage only) and a small carry on bag. The flight departed and arrived on time. As a 6ft3 male, I had sufficient legroom for this short flight. The seat was comfortable enough for the duration of the flight. I did not interact with cabin staff so can't pass comment. Naturally, there was no IFE. This flight was much better than my outbound Luton -> Ohrid. On this flight, I physically could not squeeze into my seat as the legroom was so tight. I moved into an empty exit row seat after take off, but was awoken by cabin crew demanding €20 to sit there. Despite the mixed experiences, I would fly Wizz Air again. It is very much a no frills airline, so set expectations accordingly. However, it offered excellent value as well as safe and timely transportation to my destination. I would recommend the airline for this reason.",,Solo Leisure,Economy Class,Timisoara to Luton,August 2016,4.0,4.0,,,5.0,,5,yes,False,Timisoara,Luton,,Positive,0.969
980,T Derschen,Netherlands,2017-03-03,2,"✅ Verified Review   Groningen to Gdansk. Worst flight ever. Said you could check in online, through the app it said you were checked-in, but when you arrived they now said you were not checked in and had to pay an extra 35 on a flight of 40 euros. Customer service does not respond, will never fly with them again. Oh, and the bag are smaller than with Ryanair so your special on board luggage cases will be useless. Wizz Air is the worst.",,Solo Leisure,Economy Class,Groningen to Gdansk,February 2017,1.0,2.0,,,2.0,,3,no,False,Groningen,Gdansk,,Negative,-0.8176
981,Reynald Szatapski,Belgium,2017-03-02,1,✅ Verified Review   Brussels Charleroi to Sofia. Same issue as other passengers: Wizz Air  has defined cabin size luggage below other airlines. We had to pay €40 per bag whereas booking them online was €14 p.u. Staff at the desk was extremely rude. Probably because they face this issue with angry customers on each flight.  I sent a complain to their website but I expect no answer. Will never fly them again.,,Business,Economy Class,Brussels Charleroi to Sofia,February 2017,3.0,3.0,,,1.0,,2,no,False,Brussels Charleroi,Sofia,,Negative,-0.8588
982,Michael Briscoe,United Kingdom,2017-03-01,1,"✅ Verified Review   Luton to Moscow via Vilnius. I would strongly recommend avoiding this airline, I booked a journey with them as I just had a cabin bag and my briefcase and the cheap was the cheapest. In the end because they have an unrealistic perception on a ""cabin Bag"" un-parallel to any other airline. I ended up paying in total over £60 extra making it the most expensive choice I could have made. Whilst waiting to organise my boarding pass, Wizz air staff were actively searching and dragging people out of the queue to make they could be dealt with separately to stop disruption when they get to the front and get the nasty shock of what they would like to additionally charge. This is an obvious sign that the company operates differently to any other airline and actively know that people have no choice but to pay more or leave their bags. Disgusting. Fortunately the website I went through to book with Wizz Air shared my opinion and were happy to refund the additional money I ha to pay.",,Business,Economy Class,Luton to Moscow via Vilnius,January 2017,1.0,3.0,,1.0,1.0,1.0,1,no,False,Luton,Moscow,Vilnius,Negative,-0.3182
983,W Reagan,United Kingdom,2017-02-27,9,"✅ Verified Review   Bristol to Katowice. The baggage policy is different to EasyJet and other airlines I fly with, however when booking your flight the information is visible and you just have to make sure you have the baggage you need. You can add bags on online after the initial booking too. The free baggage is just a small bag and if you need a normal cabin suitcase / larger bag (think easyjet carry on) it is £9. Annoying, but when the flight is cheap this is hardly a deal breaker. Check in online and boarding etc was normal. No staff were rude to me, I slept during my flight so cannot comment on the food options etc. I organised a bus with Wizzair from Katowice to Krakow that was well organised, cheap and easy to find. ",,Solo Leisure,Economy Class,Bristol to Katowice,February 2017,4.0,4.0,,,5.0,,5,yes,False,Bristol,Katowice,,Positive,0.5719
984,M De Silva,United Kingdom,2017-02-26,1,"✅ Verified Review   Luton to Budapest. Absolute joke of an airline. Staff at the boarding gate were rude. When booking our flights online through the website it wasn't clear to me that the free hand luggage was the size of a small handbag (42x32x25cm). You could pay an additional £9 for a large cabin bag.  Myself and 14 other passengers were made to pay £40 a case at the gate before boarding. Between myself and my partner this is double the price for our flights both ways. How can they justify this? We were pushed to one side while they tried to take our payments, constantly being told we were in the way (they told us to stand here). Will never fly with them again. ",,Couple Leisure,Economy Class,Luton to Budapest,February 2017,1.0,1.0,1.0,,1.0,,1,no,False,Luton,Budapest,,Positive,0.7579
985,R Zalkit,Israel,2017-02-23,1,"✅ Verified Review   Budapest to Tel Aviv. Worst customer service, no replies to emails. Waited on the phone forever then got hung up on. Boked the flight with one large cabin bag I then added another and paid with my credit card, when I tried to print a boarding pass the site would not let me claiming I still owed the 6400 HUF - I tried with another card but to no avail. Then I received an email stating that if I didn't pay they could cancel my flight and that I should pay on wizzair.com. So I emailed for help and on the 15th they emailed me an invoice showing that I had paid. I then emailed back that the site would still not print me a boarding pass and I don't want to pay a airport check in fee. I received no reply. When I got to the airport, although I had showed all my correspondence, they charged me for a large cabin bag and for two boarding passes 140$. This is unacceptable.",,Couple Leisure,Economy Class,Budapest to Tel Aviv,February 2017,1.0,1.0,,,1.0,,1,no,False,Budapest,Tel Aviv,,Negative,-0.7096
986,Holly Millburn,United Kingdom,2017-02-16,1,"✅ Verified Review   Flew Luton to Budapest with Wizz Air. Horrendous exploitation of baggage charge. Size allowance for cabin bags is significantly smaller than any other, even budget airlines. This is mentioned in very small print if you look for it on your boarding information and mentioned in the airport 10 minutes before you are supposed to board. You will be presented with a cage to fit your bag in before boarding and must try to fit it in or you will have to pay £40. It is £12 if you do it online but of course it is too late to do this once you are boarding. If you insist on using this airline be sure to pay online for your cabin bag before, you will have to pay as you can't fit a trips worth of clothes in what is allowed. Personally I will not fly with them again and will advise anyone else not to.",,Couple Leisure,Economy Class,Luton to Budapest,February 2017,3.0,3.0,1.0,1.0,1.0,1.0,1,no,False,Luton,Budapest,,Positive,0.6808
987,L Josakova,United Kingdom,2017-02-12,3,"✅ Verified Review   Riga to Luton. Due to numerous horrible experiences with Wizz air I believe they are the worst low cost in Europe. Much worse than Ryanair or easyJet. Unfortunately I'm stuck with being their frequent flyer. I got delayed 10 out of 22 of my trips last year, also the delay information is always communicated last minute so it's almost impossible to plan ahead and not get stuck in the cramped airports. They have a record breaking turnaround time of 30 minutes, during which people have to disembark, the aircraft needs to be cleaned and new passengers have to board. Of course the planes are dirty with food leftovers and stains everywhere. Staff look overworked and disconnected. In winter they like to check the boarding pass and let you stand outside in the cold until they finish chucking away the trash (LTN airport). I really dread flying Wizz and I would alway prefer overpaying at the airport for food, water to not give any extra money to this greedy company. If you can, avoid them and fly Ryanair, EasyJet etc for a little bit extra.",A320,Solo Leisure,Economy Class,Riga to Luton,February 2017,1.0,3.0,1.0,,1.0,,2,no,False,Riga,Luton,,Negative,-0.9788
988,Daniel Hornett,Hungary,2017-02-05,9,"✅ Verified Review  Budapest to Luton with Wizz Air (W62209). The flight had a 30 minute delay on departure but otherwise great. Also LTN seems to be under repair so it is a mess. Of course with a budget airline there are always charges for everything but as it was a weekend hop it was not necessary to get anything extra. It is not as comfy as other airlines, but it gets you from A to B for very little. I read the other comments saying how much of a rip-off it is but if you read your ticket before departure it has everything on it. Recommended.",A321,Solo Leisure,Economy Class,BUD to LTN,December 2016,4.0,5.0,4.0,4.0,5.0,1.0,4,yes,False,BUD,LTN,,Neutral,0.4215
989,J Vickers,United Kingdom,2017-01-17,2,"✅ Verified Review   We were extremely disappointed with the service on our way back to Glasgow from Budapest in December 2016 with Wizz Air. We purchased extra services - such as priority boarding, which was not provided - we were all squeezed into a bus. The driver was not present, the engine was off, the heating was off - we were left waiting outside for 20 minutes (I am in my mid 20s, I was fine standing, but what about elderly passengers?) on a freezing cold bus. Let me point out, the flight is at 6.20 in the morning, so the outside temperature is below freezing. There were no staff at the bus who we could have raised our concerns with. While boarding the staff did not care about maintaining lines / queues / checking priority boarding details, we paid extra and had to queue behind a whole bunch of people without PB to eventually be squeezed into a cold bus. This wasn't my first time flying Wizz, my overall opinion is that the Staff at the airports are not motivated at all - I would even say that they could not care less about the passengers. The organisation of the boarding process is awful, we were met with a rude attitude - especially from the ground handling staff. Obviously this is a low-cost airline, so you are prepared to have some inconveniences, such as small leg room, extreme departure times, ridiculous baggage policies etc. I have flown with Wizz 5 times in the past 18 months - as it is the only direct flight between Glasgow and Budapest, however after the horrific experience last time we have decided to fly KLM via Amsterdam. Would like to point out, the cost is the same, or even cheaper, considering the same hand luggage allowance and the lay over is just about 2 hours at Schiphol. Will be looking to avoid Wizz in the future.",A320,Couple Leisure,Economy Class,BUD to GLA,December 2016,1.0,3.0,,,1.0,,1,no,False,BUD,GLA,,Negative,-0.6865
990,Emanula Chang,United States,2017-01-11,1,"✅ Verified Review   Cluj to Madrid. Avoid Wizz Air if possible, because you will get headaches. Hidden fees everywhere and they don't care.  The airport checkin was 50Euro fee for just printing a piece of paper and nobody was in the checkin line to hold the line. Then they hit you with the baggage fee of 60 Euros. I ended up paying almost 200 Euros in checkin and baggage fees for 2 people which is way more than the flight cost. On the plane, the staff is so rude. I asked for a glass of water to take my pill and they told me water costs 2 Euros. The same flight attendant was drinking from a big bottle of water behind the curtain. I will avoid this airline in the future. ",,Couple Leisure,Economy Class,Cluj to Madrid,December 2016,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Cluj,Madrid,,Negative,-0.6486
991,John McClements,United Kingdom,2017-01-10,1,"✅ Verified Review   Just had a very disappointing experience with Wizz Air. Was booked on a Wizz flight from Varna (Bulgaria) to Luton on 29th December. The flight was cancelled. Not the fault of Wizz Air (or so we were told), as it was a weather problem. The problem was that Wizz decided not to tell anyone. We were all booked in and sitting in departures waiting for the flight. The departure board still showed an on time take off. About an hour or so later the departure board suddenly changed to 'Cancelled'. No announcement, no information of any kind and not a single member of Wizz Air staff to be seen. It was just a pathetic shambles and got worse. Now well over a week from the cancelled departure and still waiting for a refund, or at least the common courtesy of a response to my claim. They are keeping my money, paid in good faith for something they did not provide. I tried to contact their so called 'Customer Service' but this was a total waste of time. All I have had from to date is an automated reply confirming that they had received my refund request on 30/12/2916.
",,Couple Leisure,Economy Class,VAR to LTN,December 2016,1.0,1.0,,,1.0,,1,no,False,VAR,LTN,,Negative,-0.8858
992,S Braben,Netherlands,2016-12-26,5,"✅ Verified Review   Eindhoven to Warsaw. From my experience the flights are cheap, rarely delayed, sometimes even shorter than previously estimated. But when it comes to the level of understanding and empathy from the plane crew - last time I got really startled and disappointed. I was a little anxious about flying on my own, I read before the flight on the Internet (and received a confirmation of that on the airport) that situation like that happen and if so, a person in need can count on the support of a stewardess. Well, that was in theory - skipping the fact of difficulties with communicating in English with the stewardess, she informed a ""service"" like that is not included in the price of cheap flights and if I'm feeling too nervous about the flight, the crew will be forced to make me leave the plane. Definitely not the best way to calm down a passenger, and that kind of attitude was shown right before the Christmas time. ",,Solo Leisure,Economy Class,EIN to WAW,December 2016,3.0,1.0,,,5.0,,5,no,False,EIN,WAW,,Positive,0.8975
993,Tom Loughlin,United Kingdom,2016-12-03,1,"✅ Verified Review   Prague to Luton. Wizz Air are inefficient and the boarding process was like something from waiting for godot. We boarded a bus to wait a further 15 minutes on a bus, to them be brought to the plane to be held on the bus. For 10minutes in a bus that doesn't fit the amount of people inside or for the flight. We then waited for as the doors opened and closed from one end of the bus to another - honestly I would have to be paid and unconscious to get on a flight with this airline again.",,Couple Leisure,Economy Class,PRG to LTN,December 2016,1.0,1.0,,,1.0,,1,no,False,PRG,LTN,,Positive,0.765
994,B Gadagocin,United Kingdom,2016-12-03,7,"✅ Verified Review   Frequent Wizz Air flyer here, Luton-Belgrade return. In all the years I've travelled this route there was 1 (one) serious delay (over one hour), all other departures were roughly on time and arrivals often well ahead of scheduled time. The bottom line with Wizz is a simple one - you should be well prepared for all aspects of your trip and strictly adhere to their luggage/boarding pass rules (which seem to cause the most confusion but are all readily available to consult on their website in many languages) and you'll have absolutely no hassle. Measure your luggage by dimension and weight and, if in doubt, purchase it online, don't leave it for the airport. Always print your own paper boarding pass. Other than that, the seats are non-reclining, pretty hard and tight, the legroom is very restricted unless you purchase it as an extra but the planes are mostly brand new and reasonably clean. The cabin crew is occasionally a little blasé and aloof but far from unpleasant, and most of the time the service is quite satisfactory. Wizz Air may not be to everyone's taste but If you travel frequently and you travel light, it is in my view a reliable budget carrier which has recently built a much better reputation than it is generally known for.",A320,Solo Leisure,Economy Class,LTN to BEG,September 2016,2.0,4.0,2.0,1.0,2.0,1.0,4,yes,False,LTN,BEG,,Neutral,0.4754
995,G Malcolm,United Kingdom,2016-11-09,5,"Luton to Budapest can't complain, no problems with check in or flight. However returning from Budapest to Luton proved more of a challenge. Paid £19.99 each for Wizz Air transfer from the hotel to the airport. Given a time in which to expect our driver to arrive. For our flight at 18:40 our driver was due to arrive between 16:05-16:35. He did not turn up between these times, I thought perhaps he was picking up other people but when he arrived (10 minutes later) we found we were the first to be collected. At this point we had an hour to get to the airport but had to collect other people on the way, we did not start the journey until 17:20. By the time we got to the airport around 18:00 we had to run to our gate which said it was boarding only to find my luggage bag was considered ""large"". I had no problem taking this bag on board the first flight but yet had to pay an extra £40 to take it home. Was not impressed by any of this and will avoid booking with this airline again.",,Couple Leisure,Economy Class,BUD to LTN,November 2016,3.0,4.0,4.0,,2.0,,2,no,False,BUD,LTN,,Negative,-0.7579
996,A Dranovich,United Kingdom,2016-11-08,2,"✅ Verified Review   Luton to Bucharest. Flight itself and service inflight were fine. I'm writing to complain about the ridiculous business model of this airline. Our outbound flight was delayed by 2.5 hours, which shifted our plans around which meant we had to cancel one hotel, book another, and meant we paid for an extra day of our car rental that we didn't need. However this delay did not qualify for any compensation from the airline. On the inbound flight, we tried checking in online on our way to the airport, like many reasonable people do - but found out they have created an arbitrary window that if you check in less than 3 hours before your flight, you have to pay 35 euros per person. So in summary, Wizz Air delaying our flight and making us have to re-arrange hotels and our plans for the first day of our trip means they owe us nothing, but if I try to do something as basic as check in for the flight I already paid for, I have to pay an additional 35 Euro (70 Euro for my girlfriend and I together). On top of that, if you want to call them to complain about it, they charge you 1.3 Euros/minutes. The whole business model is a scam, it just aggravates consumers to be absolutely robbed at every stage of the journey. I'll happily pay the difference on my next trips to fly with any other airline except Wizz Air.",,Couple Leisure,Economy Class,LTN to OTP,November 2016,3.0,4.0,,1.0,1.0,1.0,1,no,False,LTN,OTP,,Negative,-0.9496
997,David Zimmerling,United Kingdom,2016-11-04,4,"Luton to Burgas return. Flight out went well and could not complain, however the return flight was delayed by 5 hours and none of the Wizz Air staff kept us informed. They did give us a piece of paper about claiming compensation and tried to give us a sandwich instead of a meal ticket. So as soon as I got home I went and filled in the complaint form about the delay and got the standard reply that is has been logged. I know they are meant to reply within 30 days, but I dont think anyone has told them. So I called after 30 days and was told they are very busy and to give them an extra 2 weeks. Still nothing from them so back to the phone I went, i tried to again to get some kind of result but the guy on the phone would not help, no email address, I asked to speak to a manager or supervisor but he just said no. Wizz Air is a joke if you want to complain so I have just raised another complaint complaining about the complaint system. I will update on how and if I get any kind of reply.",,Couple Leisure,Economy Class,BOJ to LTN,September 2016,2.0,4.0,3.0,,3.0,,4,no,False,BOJ,LTN,,Negative,-0.3818
998,R Matthews,United Kingdom,2016-10-28,1,"✅ Verified Review   Flying out of Wizz Air HQ airport you'd expect things to be well set up right? Wrong. This is one step up from a field with a biplane in it. The 'gate' is a tin shed with 3 X different destinations through a turnstile. There are no human staff to assist the the hundreds of passengers who have no way of knowing if the tin shed is gate 2, gate 3, gate 4, or gate 5 or if the queue they are in is going to London, Buchan, established Dublin or Mars. Never again.",,Business,Economy Class,BUS to LTN,October 2016,1.0,1.0,,,1.0,,1,no,False,BUS,LTN,,Negative,-0.25
999,R Treytan,Lithuania,2016-10-20,2,"✅ Verified Review   Luton to Kaunas. Never mind that the flights are during ridiculous hours, the flight cost is not so cheap once you take into account all of the additional costs incurred. Online it costs about 15£ to check in larger cabin baggage (keep in mind you can have large or small cabin baggage - unfortunately I missed the small writing), but at the gate they charge a whopping 35£. When I inquired whether it was both ways, I was dismissed rudely. I don't mind paying extra for the tickets, but stop ripping off on petty extras. Unfortunately no decent airlines fly to my default destination.",,Solo Leisure,Economy Class,LTN to KUN,October 2016,1.0,3.0,,,1.0,,1,no,False,LTN,KUN,,Negative,-0.8717
1000,Shaul Diamant,United States,2016-10-19,1,"✅ Verified Review   Fly this airline if you enjoy to be ripped off. We flew from Budapest to Tel Aviv on October 16th. I did online checkin prior to arriving at the airport only to have them tell us that they cannot find our boarding passes in their system so they charged us an additional 40 euros each (we were five passengers). I also purchased baggage allowance online with an extra ""large cabin bag"" for my guitar (which is usually free on most airlines I fly with) - at checkin they claimed my guitar was too long and didn't fit the criteria of a large cabin bag so they charged me for an additional full size luggage 60 euroes with out giving me a refund for the ""large cabin bag"" I purchased online in advance. Very rude check-in and team manager. Flight itself was fine except for very tight leg space.",,Solo Leisure,Economy Class,BUD to TLV,October 2016,1.0,1.0,1.0,1.0,1.0,,1,no,False,BUD,TLV,,Positive,0.7783
1001,Michael Langmead,United Kingdom,2016-10-17,2,"Sofia to Luton. Did not have a boarding card printed out, only the booking.  My partner and I were charged Euros 35 each for not providing one. I find this charge unreasonable. I have no comments regarding the seats of the flights - we ordered a coffee etc and opted to pay in sterling. They accepted but declined to accept coins. We therefore offered a £10 note and were given change in sterling coins - how crazy is that. Its a cheap airline - on the make for everything - I will never fly with them again. If you add up the inconvenience of landing at Terminal 1 in Sofia and the hassle of Luton Airport (what a joke that is). British Airways out of Heathrow looks more attractive each time.",A320,Business,Economy Class,SOF to LTN,October 2016,1.0,1.0,1.0,,1.0,,1,no,False,SOF,LTN,,Positive,0.8229
1002,C Kan,United Kingdom,2016-10-16,9,"✅ Verified Review   I was really pleased with the return flight from Luton to Ljubljana. Check-in had no queue probably because they charge for airport check-in. I had to do a visa check which only took a minute. They were quite strict on carry-on bags and I did see someone charged for taking a bigger cabin bag than the free small sized carry-on allowed at the gate. Boarding completed before the ed departure time and we were on the way very soon after that. I was surprised by how punctual it was compared to other short-haul flights I took departing from Luton. The cabin was really new and clean. Seat pitch average,  I liked their tray table, which was a unique design. It was slightly higher than the tray tables on other airlines, so I was able to put my arms on it and took a 40 minutes nap comfortably during the flight. I didn't purchase anything on board, however the price was very competent compared to other budget airlines, especially the price of alcohol. Return flight was slightly delayed due to the late arrival of the aircraft but it was not really bad. All in all, obey the rules and Wizz flights are very good value for money when travelling to central/eastern Europe.",A320,Couple Leisure,Economy Class,LTN to LJU,October 2016,4.0,5.0,,,5.0,,5,yes,False,LTN,LJU,,Positive,0.9557
1003,Robert Smith,United Kingdom,2016-10-12,8,"My first time with Wizz Air flying from Budapest to Milan–Malpensa and I have no complaints. Flight was punctual, cabin crew polite and professional. Seat was comfortable (paid for extra legroom). Boarding at Budapest was not exactly a pleasant experience, 200m walk from the terminal to an industrial shed for processing then onto the plane. Wizz Air is a budget airline and is strict on baggage rules and printing your own boarding pass etc. But the website is clear on all this and if you play by the rules you should have no problem.",A321,Solo Leisure,Economy Class,BUD to MXP,October 2016,5.0,5.0,,,3.0,,5,yes,False,BUD,MXP,,Positive,0.743
1004,Egle Venckute,United Kingdom,2016-10-12,10,"✅ Verified Review  Kaunas to Luton with Wizz Air. Very pleased with the flight and cabin crew service. The 3 staff were professional, organised and made me feel very comfortable, especially when I wasn't feeling well. The plane was tidy and also the seats are comfortable. Made my flying experience much better and even though I'm not entirely comfortable with flying, I am looking forward to my next flight with more confidence.",,Couple Leisure,Economy Class,KUN to LTN,October 2016,4.0,5.0,,5.0,5.0,,4,yes,False,KUN,LTN,,Positive,0.9669
1005,Denise Cavanagh,United States,2016-10-11,2,"Budapest to Alicante. I purchased 3 airfares that included advance seat selection, including the front rows. I had selected row 7 for all 3 of us. However, upon checkin we noticed that 2 of us were bumped to row 23 instead (my toddler and I), leaving my husband in row 7. Because this airline charges fees for everything, I think it's appropriate for me to demand some kind of a refund for the advance seat selection as that service was not provided to us in the end. I've sent several complaints to them the last 2 weeks and they are not wanting to handle this. I will never fly this airline again and I'm considering fighting the charges with the credit card company for services not received.",,Family Leisure,Economy Class,BUD to ALC,September 2016,1.0,1.0,,,1.0,,1,no,False,BUD,ALC,,Positive,0.6792
1006,Neeta Nainani,India,2016-10-09,1,"Stockholm to Budapest. Wizz Air is the worst airline I have travelled with. I did not see it mentioned on the ticket that if I do not check in online I will be charged a fee for checking in on the airport. And a fee of >300 SEK at that? Plus the baggage allowance is smaller compared to other airlines. So again we had to pay >300 SEK per bag. All of this cost us more than the actual ticket fare. And the staff was so rude, they simply asked us to either pay up or not board. Please do not call yourself a low cost airline when in fact you only exist to extract money from passengers caught unaware.",,Family Leisure,Economy Class,ARN to BUD,September 2016,1.0,1.0,,,1.0,,1,no,False,ARN,BUD,,Negative,-0.836
1007,Julia Chua,Singapore,2016-10-09,4,"Our flirst flight with Wizz Air was on 24/9/2016, from Valletta to Bucharest in Romania. Flight was delayed by for 2.5 hours, really upset about this long delay. Luckily, there was Wifi at the airport so we could inform our Bucharest driver in advance that we would be late. Will not recommend this airline.",,Couple Leisure,Economy Class,MLA to OTP,September 2016,3.0,3.0,2.0,,3.0,,3,no,False,MLA,OTP,,Negative,-0.2398
1008,E Parker,United Kingdom,2016-10-08,1,"Luton to Skopje. Swissport handle their flights. Firstly Wizz Air planes, flights, crew etc no issue in fact if it had not been for recent treatment I'd have been happy. I led a group and one of my group was incorrectly denied boarding. Swissport after lots of emails conceded that they had made the error and refereed us to Wizz Air. It's now 2 months after the event nothing has been heard. We've lost £500.  You can't ring them as they charge and they don't respond to complaints - they assume you will just give up and go away despite EU law supporting our position. Fly Wizz Air at your peril.",,Business,Economy Class,LTN to SKP,August 2016,4.0,4.0,,,1.0,,1,no,False,LTN,SKP,,Negative,-0.6486
1009,T Johnson,Norway,2016-10-04,3,"✅ Verified Review  Stavanger to Gdansk. I have flown with Wizz Air twice and both times were a nightmare. Be careful if you book with them - they will try to get money out of you any way they can. The first time was admittedly my own fault for not measuring my cabin baggage - which has to be the size of a small backpack. The fine, however, was equivalent to the ticket price (actually more since I flew with them round trip). The second time was today. I thought I had checked in online because I received a seat assignment, but no. When I got to the airport I was informed that I was in fact not 'fully' checked in because I had not printed out my boarding pass. When I tried to say that I had checked in online and was given a seat, I was informed that this mistake occurred to passengers all the time and that only passengers travelling with Wizz Air frequently, avoided penalties. The fine for not printing out the boarding pass was about 30EUR each. When I asked how someone could support such a scam I was told by the neighboring ticket agent that if I made any more comments I would not be able to board the plane. Finally anyone saying that the seat comfort is ok in their review is lying - at least on the planes between Poland and Norway. They have you crammed in so tightly that even if the seats could recline, there is no room. The whole experience of flying Wizz Air is to receive exorbitant penalties. It is amazing the toilets are still free.",,Couple Leisure,Economy Class,SVG to GDN,October 2016,1.0,2.0,1.0,,1.0,1.0,2,no,False,SVG,GDN,,Neutral,0.1027
1010,K Victor,United Kingdom,2016-10-01,7,"✅ Verified Review  I was returning from Skopje to London Luton with Wizz Air. It was an early flight. I was travelling with my friend and her very energetic, enthusiastic toddler. For the first time travelling on Wizz Air, (I have been using them for quite sometime, as they are the only direct air transport company to Macedonia), there were 2 male staff who were astonishingly lovely, patient and professional, not only to us, the adults, but knew how to handle a 2 year old.I",,Solo Leisure,Economy Class,SKP to LTN,September 2016,4.0,5.0,4.0,,4.0,,4,yes,False,SKP,LTN,,Positive,0.9201
1011,H Sigurdsson,Iceland,2016-09-29,8,"✅ Verified Review  Keflavik to Budapest with Wizz Air. This is a low cost carrier and this review is based upon the understanding that you know what that means and my ratings would be lower if it was a full service airline. Having said that I wouldn't hesitate to fly with Wizz Air again. Their website makes it clear what you get with a barebones ticket. A seat and small cabin luggage. Want anything beyond that and you have to pay for it. We actually went for added check-in luggage and as this was partially a shopping trip, more allowance on the way back from Budapest. You do need to make sure you understand that 30 days in advance you can check-in for your flight. That's when you should as that will give you the best options when picking your seats. We didn't get this so had to make do with somewhat less than optional seating, but it worked out in our favour actually. So this is a late afternoon flight out of Iceland. Check-in was efficient, but when we entered the terminal many food options had closed. As it turned out when flying to Budapest so had most of the food on the plane. The plane felt new and shiny. Seats OK, you can't lean back at all. This is actually somewhat better as I found it easier to get in and out of the seatrow. Cabin staff were lovely, they look like they enjoy what they are doing and apologized for the lack of food options. But the Hungarian beer and red wine are both to be recommended. Now in Budapest check-in was again efficient and the airport is fantastic. Definitely one of the best in Europe with great variety of shopping/food options. However, the check-in to the aircraft made me feel a bit like cattle being led to the barn. But it worked. Flight back to Iceland was smooth. Crew again looking happy to be at work and at the end of the day I would definitely both fly with and recommend Wizz Air as a great low cost carrier option, if not yet on the Norwegian level.",A320,Couple Leisure,Economy Class,KEF to BUD,September 2016,3.0,5.0,3.0,,5.0,,4,yes,False,KEF,BUD,,Positive,0.9953
1012,S Robertson,Malta,2016-09-27,1,"✅ Verified Review  Budapest to Malta with Wizz Air. This airline is a total rip-off. And they didn't even bother to hide or disguise their scam. So you arrive at the airport, check-in and then you go to your gate. The gate for Wizz Air was literally 300m away from the terminal building - you have to walk outside on the airport apron (the tarmac) to get to it. Once there you have to wait until they open the 'gate' - a small hangar. Once opened, the queue was very slow and everyone wondered why. Once our turn came, we realised why. The first thing you see is a counter and a guy checking people's hand luggage dimensions - and the dimensions were tiny. So surprise surprise, many people had to pay 14,000HUF (approx $55) to get their luggage on board. I've been travelling with my small luggage for the past 4 years. I've used countless times on all major airlines, as well as on low-cost airlines such as Ryanair, Easy Jet, Vueling, etc. This was the first time that I had to pay for it! Wizz Air - you can wizz yourself away as you've lost a customer for life.",A320,Couple Leisure,Economy Class,BUD to MLA,September 2016,2.0,1.0,,1.0,1.0,,1,no,False,BUD,MLA,,Negative,-0.352
1013,C Mitchell,Spain,2016-09-26,1,"✅ Verified Review  Flight from Budapest to Madrid with Wizz Air. The airport of Budapest seems to be constantly under construction. We were ushered into a hangar where, at the entrance, there was a member of staff checking our tickets. They would look at your suitcase and your boarding pass, and if they didn't like what they saw, they would confiscate your boarding pass and give it to another member of staff. A group of about 5-10 of us were set aside. There, you were asked to measure your bag by putting into the bag size checker. My suitcase would fit perfectly but it was about 5cm too tall. The staff then used a measuring tape (I'm not kidding) to highlight that my bag was 5cm above their 42x32x25cm requirements for a free small cabin bag. I was travelling with my wife. She has a bigger suitcase than me, so I had paid extra for her luggage, but not for mine which is significantly smaller. Despite me telling them repeatedly that I have never paid extra with other low cost airlines such as Ryanair for either my wife's or my suitcase, that this was a daylight robbery, that I had paid for one bag already, that my suitcase did fit into their size checker, that this was very poor customer service on their behalf - they did not budge. I had to pay 45 euros to take my suitcase with me. I was appalled by this. If 5cm is worth more to them than gaining loyal customers I will not choose to fly with them ever again. That aside, I have to say that there was nothing exceptional about the airplane, crammed to capacity, the service or the food/beverages available onboard. Their new A321 planes do not have WiFi.",A321,Couple Leisure,Economy Class,BUD to MAD,September 2016,2.0,2.0,,1.0,1.0,1.0,1,no,False,BUD,MAD,,Positive,0.9666
